ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0007034,vacuolar transport,21/783,173/18986,0.12138728323699421,2.9433703186942175,5.325547792204463,9.51969124106071e-06,0.0015645246412712467,0.0014957863039091748,TGFBRAP1/PIK3C3/LAMP1/HOOK1/KIF13A/TMEM106B/STAM2/CHMP5/VPS11/NDFIP2/VTI1B/VPS13A/SLC30A4/CHMP4A/VPS37A/TMEM50A/ARL8B/VTA1/SNF8/CHMP4C/VPS13C,21
GO:0032511,late endosome to vacuole transport via multivesicular body sorting pathway,8/783,28/18986,0.2857142857142857,6.927932858967342,6.510295920146173,1.2033672663815353e-05,0.001804976315754083,0.0017256735884911615,STAM2/CHMP5/CHMP4A/VPS37A/TMEM50A/VTA1/SNF8/CHMP4C,8
GO:0048193,Golgi vesicle transport,30/783,308/18986,0.09740259740259741,2.361795292829776,4.9973146898689444,1.2410150400098168e-05,0.001804976315754083,0.0017256735884911615,LMAN1/RAB3IP/VAPB/LAMP1/PPP6C/KIF13A/ATP2C1/RAB11A/EXOC6/ASAP1/OSBPL5/VTI1B/RAB10/KLHL12/BCAP29/VPS13A/SNX2/SURF4/ARL8B/BBS1/PRKCI/IER3IP1/TMED10/TRAPPC1/TMED4/EXOC8/ERGIC2/VPS13C/SYS1/GOLPH3,30
GO:0006892,post-Golgi vesicle-mediated transport,16/783,111/18986,0.14414414414414414,3.495173334253794,5.46806195923472,1.259228797381103e-05,0.001804976315754083,0.0017256735884911615,RAB3IP/LAMP1/KIF13A/ATP2C1/RAB11A/EXOC6/ASAP1/OSBPL5/VTI1B/RAB10/VPS13A/BBS1/EXOC8/VPS13C/SYS1/GOLPH3,16
GO:0007032,endosome organization,15/783,99/18986,0.15151515151515152,3.673903788846318,5.532183550477505,1.2672429083225483e-05,0.001804976315754083,0.0017256735884911615,RAB27A/HOOK1/RAB11A/STAM2/CHMP5/VPS11/SNX10/RNF26/PDCD6IP/CHMP4A/VPS37A/VTA1/SNF8/CHMP4C/EXOC8,15
GO:0006893,Golgi to plasma membrane transport,12/783,66/18986,0.18181818181818182,4.408684546615581,5.753245556214569,1.4101646273784415e-05,0.0019437527267058324,0.0018583527738050022,RAB3IP/KIF13A/ATP2C1/RAB11A/EXOC6/ASAP1/OSBPL5/RAB10/BBS1/EXOC8/SYS1/GOLPH3,12
GO:0006620,post-translational protein targeting to endoplasmic reticulum membrane,6/783,15/18986,0.4,9.699106002554279,6.990203797734719,1.754576432637933e-05,0.00234290784270684,0.002239970768114414,SEC63/SGTB/SEC61A2/CHMP4A/SEC62/UBL4A,6
GO:0007031,peroxisome organization,9/783,38/18986,0.23684210526315788,5.742891712038718,6.069711046341533,1.829577522171843e-05,0.002369025682497056,0.0022649411048002942,MFF/FIS1/ZFAND6/PEX11A/LONP2/PEX2/DNM1L/TMEM135/ACOX1,9
GO:0098876,vesicle-mediated transport to the plasma membrane,19/783,157/18986,0.12101910828025478,2.9344428988619633,5.04785429237021,2.610059059739129e-05,0.003280230106548617,0.003136111210788718,RAB3IP/STX16/EHD4/KIF13A/ATP2C1/RAB11A/EXOC6/ANKRD27/ASAP1/ZDHHC2/OSBPL5/RAB10/BBS1/CMTM6/SNF8/EXOC8/ANKRD50/SYS1/GOLPH3,19
GO:0016197,endosomal transport,28/783,294/18986,0.09523809523809523,2.309310952989114,4.692489151108154,3.597532731199124e-05,0.004392073531546816,0.004199105121739489,ITSN2/PIK3C3/RHOBTB3/STX16/HOOK1/EHD4/RAB11A/ARL1/ANKRD27/STAM2/CHMP5/VPS11/ZDHHC2/TMEM87B/VTI1B/RAB10/SNX2/CHMP4A/VPS37A/TMEM50A/ARL8B/VTA1/WDR91/CMTM6/SNF8/CHMP4C/SNX9/ANKRD50,28
GO:0000819,sister chromatid segregation,24/783,235/18986,0.10212765957446808,2.476367490013858,4.723140717606542,4.2232063949860223e-05,0.004955962472118113,0.004738219260297928,POLDIP2/NCAPG2/EML4/STAG1/RAB11A/STAG2/PBRM1/PCID2/CHMP5/INO80/SEH1L/RIOK2/ANAPC7/CHMP4A/UHRF1/CDC27/MAP9/CHFR/MIS12/CHMP4C/ARID2/BCCIP/MZT1/ARID1A,24
GO:0030968,endoplasmic reticulum unfolded protein response,13/783,85/18986,0.15294117647058825,3.708481706858989,5.190481837782099,4.2913786910454055e-05,0.004955962472118113,0.004738219260297928,DNAJC10/BFAR/VAPB/PARP8/PPP1R15B/TMTC4/CDK5RAP3/SERP1/TMEM33/MBTPS2/DERL3/TMBIM4/RNF7,13
GO:0016559,peroxisome fission,5/783,11/18986,0.45454545454545453,11.021711366538952,6.895440860839867,4.4220024377056214e-05,0.004972425372714769,0.00475395885338934,MFF/FIS1/PEX11A/DNM1L/ACOX1,5
GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,38/783,467/18986,0.08137044967880086,1.9730515422754955,4.415706679895497,5.563484604121055e-05,0.006095581977797249,0.005827768893007777,ZNRF2/FBXL3/BFAR/RHOBTB3/CRBN/MDM2/PSMD10/TRIM13/FBXO45/ARAF/GCLC/KBTBD8/RAD23A/RNF180/KBTBD7/FBXW4/DCAF11/KLHL12/ANAPC7/CDC27/CHFR/ATXN3/CSNK2A1/UBE2W/PSMD1/IVNS1ABP/KLHL7/AXIN2/KLHL8/NHLRC3/WAC/RCHY1/CEBPA/KLHL5/SIAH2/PLAA/RNF7/ANAPC16,38
GO:0036503,ERAD pathway,15/783,113/18986,0.13274336283185842,3.218729868104296,4.906116749844849,6.240477840759799e-05,0.006666390453391655,0.006373498552628625,DNAJC10/STT3B/MAN1B1/UBE2J1/RNF121/TRIM13/SEL1L/CANX/RHBDD1/TMX1/ATXN3/DERL3/MAN1C1/MAN1A2/CCDC47,15
GO:0090148,membrane fission,9/783,45/18986,0.2,4.8495530012771395,5.362036988507605,7.679663982070137e-05,0.008003708340337975,0.007652060568527395,EXOC6/STAM2/CHMP5/DNM1L/CHMP4A/VPS37A/SNF8/CHMP4C/EXOC8,9
GO:0035269,protein O-linked mannosylation,6/783,19/18986,0.3157894736842105,7.657188949384956,6.021200086536221,8.254431457926913e-05,0.008397901338028976,0.008028934458199084,POMT1/TMTC3/TMTC4/TMTC2/FKRP/DPM3,6
GO:0090150,establishment of protein localization to membrane,26/783,280/18986,0.09285714285714286,2.251578179164386,4.37583795219896,0.00010262838711940262,0.010198397631655986,0.009750324857047774,RAB3IP/SEC63/RILPL2/CHM/KIF13A/ATP2C1/RAB11A/SGTB/ZDHHC21/ASAP1/ZDHHC2/SEC61A2/RAB10/ZDHHC20/TIMM8B/CHMP4A/SEC62/VPS37A/BBS1/PRKCI/CWH43/UBL4A/CCDC47/ATG3/SYS1/GOLPH3,26
GO:0000281,mitotic cytokinesis,13/783,94/18986,0.13829787234042554,3.3534143093937665,4.74392752301616,0.00012446841263837893,0.01208758016372257,0.011556505010754753,POLDIP2/RAB11A/EXOC6/CHMP5/CFL1/PDCD6IP/CHMP4A/MAP9/JTB/MITD1/CHMP4C/SNX9/EXOC8,13
