Solution 1,Solution 2,Cluster 1,Cluster 2,Similarity,Metric
7,12,2,3,0.7951565383494674,adjusted_rand
7,12,1,0,0.6288766147806637,adjusted_rand
7,13,0,0,1.0,adjusted_rand
7,13,1,1,0.9051951751393766,adjusted_rand
7,13,3,3,0.6668678334339168,adjusted_rand
7,13,2,2,0.2690969041949075,adjusted_rand
7,14,3,3,1.0,adjusted_rand
7,14,0,2,1.0,adjusted_rand
7,14,1,0,0.8230967998409859,adjusted_rand
7,14,2,1,0.1577464788732394,adjusted_rand
7,15,0,3,1.0,adjusted_rand
7,15,2,0,0.9502324564399114,adjusted_rand
7,15,1,2,0.839784245154407,adjusted_rand
7,15,3,1,0.34221510276831435,adjusted_rand
7,16,2,1,1.0,adjusted_rand
7,16,0,0,1.0,adjusted_rand
7,16,1,2,0.8727346610156618,adjusted_rand
7,16,3,3,0.41814960017268116,adjusted_rand
7,17,3,1,1.0,adjusted_rand
7,17,2,2,1.0,adjusted_rand
7,17,1,0,1.0,adjusted_rand
7,17,0,3,0.3497400637263123,adjusted_rand
7,18,2,1,1.0,adjusted_rand
7,18,0,3,1.0,adjusted_rand
7,18,1,0,1.0,adjusted_rand
7,18,3,2,0.34968255418119154,adjusted_rand
7,19,0,0,1.0,adjusted_rand
7,19,3,1,0.9447904527029592,adjusted_rand
7,19,2,3,0.88880820550059,adjusted_rand
7,19,1,2,0.6288766147806637,adjusted_rand
7,20,3,3,1.0,adjusted_rand
7,20,0,2,1.0,adjusted_rand
7,20,1,0,0.8230967998409859,adjusted_rand
7,20,2,1,0.1577464788732394,adjusted_rand
7,21,2,3,1.0,adjusted_rand
7,21,0,2,1.0,adjusted_rand
7,21,1,1,1.0,adjusted_rand
7,21,3,0,0.27952067284433024,adjusted_rand
7,22,3,3,1.0,adjusted_rand
7,22,0,0,1.0,adjusted_rand
7,22,1,2,0.8149532710280374,adjusted_rand
7,22,2,1,0.35551625027636524,adjusted_rand
7,23,0,3,1.0,adjusted_rand
7,23,3,0,0.9483089751458804,adjusted_rand
7,23,1,1,0.9051951751393766,adjusted_rand
7,23,2,2,0.2690969041949075,adjusted_rand
7,24,3,3,1.0,adjusted_rand
7,24,2,1,1.0,adjusted_rand
7,24,1,0,0.9518554068189523,adjusted_rand
7,24,0,2,0.4819347523699314,adjusted_rand
7,25,3,2,1.0,adjusted_rand
7,25,1,1,1.0,adjusted_rand
7,25,2,0,0.348688625463371,adjusted_rand
8,9,1,1,1.0,adjusted_rand
8,9,0,3,1.0,adjusted_rand
8,9,3,2,0.9234963294788943,adjusted_rand
8,9,2,0,0.9090852200344188,adjusted_rand
8,10,3,2,1.0,adjusted_rand
8,10,1,3,1.0,adjusted_rand
8,10,2,0,0.7117752226817633,adjusted_rand
8,10,0,1,0.49358739738715385,adjusted_rand
8,11,3,1,1.0,adjusted_rand
8,11,1,3,1.0,adjusted_rand
8,11,2,0,0.8707415103625527,adjusted_rand
8,11,0,2,0.6726363887270386,adjusted_rand
8,12,3,1,1.0,adjusted_rand
8,12,2,2,1.0,adjusted_rand
8,12,1,3,1.0,adjusted_rand
8,12,0,0,-0.1027937441518515,adjusted_rand
8,13,3,0,1.0,adjusted_rand
8,13,0,1,1.0,adjusted_rand
8,13,1,3,1.0,adjusted_rand
8,13,2,2,0.7627476328926996,adjusted_rand
8,14,0,2,1.0,adjusted_rand
8,14,1,0,1.0,adjusted_rand
8,14,3,3,0.9210491397231191,adjusted_rand
8,14,2,1,0.8651095629514985,adjusted_rand
8,15,3,2,1.0,adjusted_rand
8,15,2,3,1.0,adjusted_rand
8,15,1,1,1.0,adjusted_rand
8,15,0,0,0.5614145136629161,adjusted_rand
8,16,3,1,1.0,adjusted_rand
8,16,1,0,1.0,adjusted_rand
8,16,2,3,0.7418212127526568,adjusted_rand
8,16,0,2,0.6820334701610357,adjusted_rand
8,17,3,2,1.0,adjusted_rand
8,17,1,0,1.0,adjusted_rand
8,17,2,1,0.9394384047476012,adjusted_rand
8,17,0,3,-0.09917355371900817,adjusted_rand
8,18,3,1,1.0,adjusted_rand
8,18,1,0,1.0,adjusted_rand
8,18,0,3,0.938108361898509,adjusted_rand
8,18,2,2,0.8240702585762851,adjusted_rand
8,19,3,1,1.0,adjusted_rand
8,19,0,0,1.0,adjusted_rand
8,19,1,3,1.0,adjusted_rand
8,19,2,2,0.9371102460410446,adjusted_rand
8,20,0,2,1.0,adjusted_rand
8,20,3,3,0.9201787159266015,adjusted_rand
8,20,1,1,0.9157998150716598,adjusted_rand
8,20,2,0,0.5458715596330276,adjusted_rand
8,21,3,3,1.0,adjusted_rand
8,21,0,1,1.0,adjusted_rand
8,21,2,2,0.9427812493196019,adjusted_rand
8,21,1,0,0.883562256195975,adjusted_rand
8,22,3,1,1.0,adjusted_rand
8,22,0,0,1.0,adjusted_rand
8,22,1,2,0.9433805466018651,adjusted_rand
8,22,2,3,0.5132877222064752,adjusted_rand
8,23,3,0,1.0,adjusted_rand
8,23,0,3,1.0,adjusted_rand
8,23,1,1,1.0,adjusted_rand
8,23,2,2,0.6446194833777366,adjusted_rand
8,24,3,3,1.0,adjusted_rand
8,24,1,0,1.0,adjusted_rand
8,24,2,2,0.8651095629514985,adjusted_rand
8,24,0,1,0.8341805193021019,adjusted_rand
8,25,3,2,1.0,adjusted_rand
8,25,1,1,1.0,adjusted_rand
8,25,2,0,0.12956386347334697,adjusted_rand
9,10,3,2,1.0,adjusted_rand
9,10,2,3,1.0,adjusted_rand
9,10,1,0,1.0,adjusted_rand
9,10,0,1,0.7453973955994612,adjusted_rand
9,11,0,3,1.0,adjusted_rand
9,11,1,1,1.0,adjusted_rand
9,11,3,0,0.8874243478489189,adjusted_rand
9,11,2,2,0.5771227050742272,adjusted_rand
9,12,3,0,1.0,adjusted_rand
9,12,2,2,1.0,adjusted_rand
9,12,1,1,1.0,adjusted_rand
9,12,0,3,0.8262236192186798,adjusted_rand
9,13,3,2,1.0,adjusted_rand
9,13,2,1,1.0,adjusted_rand
9,13,0,3,1.0,adjusted_rand
9,13,1,0,0.9389384333562,adjusted_rand
9,14,3,3,1.0,adjusted_rand
9,14,2,0,1.0,adjusted_rand
9,14,1,2,1.0,adjusted_rand
9,14,0,1,-0.02006425194604979,adjusted_rand
9,15,3,2,1.0,adjusted_rand
9,15,2,3,1.0,adjusted_rand
9,15,1,0,1.0,adjusted_rand
9,15,0,1,0.7453973955994612,adjusted_rand
9,16,3,3,1.0,adjusted_rand
9,16,2,0,1.0,adjusted_rand
9,16,1,1,1.0,adjusted_rand
9,16,0,2,0.45042678923177937,adjusted_rand
9,17,3,3,1.0,adjusted_rand
9,17,1,1,1.0,adjusted_rand
9,17,0,2,0.9183333333333333,adjusted_rand
9,17,2,0,0.9158588450951036,adjusted_rand
9,18,3,2,1.0,adjusted_rand
9,18,2,0,1.0,adjusted_rand
9,18,1,1,1.0,adjusted_rand
9,18,0,3,1.0,adjusted_rand
9,19,3,2,1.0,adjusted_rand
9,19,2,0,1.0,adjusted_rand
9,19,1,1,1.0,adjusted_rand
9,19,0,3,0.8142054098378343,adjusted_rand
9,20,3,3,1.0,adjusted_rand
9,20,2,0,0.9158588450951036,adjusted_rand
9,20,0,2,0.8788931410067707,adjusted_rand
9,20,1,1,0.22943149167830482,adjusted_rand
9,21,3,2,1.0,adjusted_rand
9,21,2,1,1.0,adjusted_rand
9,21,0,3,1.0,adjusted_rand
9,21,1,0,0.3395798553936791,adjusted_rand
9,22,3,3,1.0,adjusted_rand
9,22,1,0,1.0,adjusted_rand
9,22,2,2,0.8641970101832912,adjusted_rand
9,22,0,1,0.09334152118606881,adjusted_rand
9,23,3,2,1.0,adjusted_rand
9,23,1,0,1.0,adjusted_rand
9,23,0,3,1.0,adjusted_rand
9,23,2,1,0.9058427017902461,adjusted_rand
9,24,3,3,1.0,adjusted_rand
9,24,2,0,0.9525798830768871,adjusted_rand
9,24,0,1,0.9183333333333333,adjusted_rand
9,24,1,2,0.5263157894736842,adjusted_rand
9,25,3,2,1.0,adjusted_rand
9,25,2,1,1.0,adjusted_rand
9,25,1,0,0.2029840205463118,adjusted_rand
10,11,2,1,1.0,adjusted_rand
10,11,0,3,1.0,adjusted_rand
10,11,3,2,0.8394004282655246,adjusted_rand
10,11,1,0,0.5195566714016716,adjusted_rand
10,12,3,0,1.0,adjusted_rand
10,12,2,2,1.0,adjusted_rand
10,12,1,1,1.0,adjusted_rand
10,12,0,3,0.727650046569899,adjusted_rand
10,13,3,2,1.0,adjusted_rand
10,13,2,3,1.0,adjusted_rand
10,13,0,1,1.0,adjusted_rand
10,13,1,0,0.9053781574220039,adjusted_rand
10,14,3,3,1.0,adjusted_rand
10,14,2,0,1.0,adjusted_rand
10,14,1,2,1.0,adjusted_rand
10,14,0,1,0.6299121113093434,adjusted_rand
10,15,3,2,1.0,adjusted_rand
10,15,2,1,1.0,adjusted_rand
10,15,1,0,1.0,adjusted_rand
10,15,0,3,1.0,adjusted_rand
10,16,3,3,1.0,adjusted_rand
10,16,2,0,1.0,adjusted_rand
10,16,0,2,0.870264564448838,adjusted_rand
10,16,1,1,0.8610029674506153,adjusted_rand
10,17,3,1,1.0,adjusted_rand
10,17,2,0,1.0,adjusted_rand
10,17,0,3,0.5420846235998478,adjusted_rand
10,17,1,2,0.4983546065621527,adjusted_rand
10,18,3,2,1.0,adjusted_rand
10,18,2,0,1.0,adjusted_rand
10,18,1,1,1.0,adjusted_rand
10,18,0,3,0.5452768477482532,adjusted_rand
10,19,3,2,1.0,adjusted_rand
10,19,2,0,1.0,adjusted_rand
10,19,1,1,1.0,adjusted_rand
10,19,0,3,0.7023229814999946,adjusted_rand
10,20,3,3,1.0,adjusted_rand
10,20,2,0,1.0,adjusted_rand
10,20,0,2,0.8511167472999591,adjusted_rand
10,20,1,1,0.2774120889974729,adjusted_rand
10,21,3,2,1.0,adjusted_rand
10,21,2,1,1.0,adjusted_rand
10,21,0,0,0.5347762523315801,adjusted_rand
10,21,1,3,0.28888888888888886,adjusted_rand
10,22,3,3,1.0,adjusted_rand
10,22,2,0,1.0,adjusted_rand
10,22,0,2,0.9060024787192263,adjusted_rand
10,22,1,1,0.5881267399818626,adjusted_rand
10,23,2,1,1.0,adjusted_rand
10,23,0,3,1.0,adjusted_rand
10,23,1,0,0.9528044506510615,adjusted_rand
10,23,3,2,0.9098523125110143,adjusted_rand
10,24,3,3,1.0,adjusted_rand
10,24,0,0,1.0,adjusted_rand
10,24,2,1,0.9130179006639213,adjusted_rand
10,24,1,2,0.44131433213803434,adjusted_rand
10,25,3,2,1.0,adjusted_rand
10,25,2,1,1.0,adjusted_rand
10,25,1,0,0.15738962485441682,adjusted_rand
11,12,3,1,1.0,adjusted_rand
11,12,1,2,1.0,adjusted_rand
11,12,0,3,0.8756684491978609,adjusted_rand
11,12,2,0,0.7293671381160812,adjusted_rand
11,13,3,0,1.0,adjusted_rand
11,13,1,1,1.0,adjusted_rand
11,13,0,3,0.8874243478489189,adjusted_rand
11,13,2,2,0.486971535113939,adjusted_rand
11,14,3,0,1.0,adjusted_rand
11,14,2,2,1.0,adjusted_rand
11,14,1,1,0.9621823653617455,adjusted_rand
11,14,0,3,0.7662510637099966,adjusted_rand
11,15,3,2,1.0,adjusted_rand
11,15,1,3,1.0,adjusted_rand
11,15,2,0,0.9486049670372518,adjusted_rand
11,15,0,1,0.5195566714016716,adjusted_rand
11,16,3,2,1.0,adjusted_rand
11,16,1,0,1.0,adjusted_rand
11,16,0,1,0.8945381522437088,adjusted_rand
11,16,2,3,0.4514331210191082,adjusted_rand
11,17,3,1,1.0,adjusted_rand
11,17,1,0,1.0,adjusted_rand
11,17,0,2,0.9409346219724476,adjusted_rand
11,17,2,3,0.486971535113939,adjusted_rand
11,18,3,1,1.0,adjusted_rand
11,18,1,0,1.0,adjusted_rand
11,18,0,3,0.9340282563650599,adjusted_rand
11,18,2,2,0.5545374724276234,adjusted_rand
11,19,3,3,1.0,adjusted_rand
11,19,2,1,1.0,adjusted_rand
11,19,1,0,1.0,adjusted_rand
11,19,0,2,-0.11083635175249884,adjusted_rand
11,20,1,1,0.9621823653617455,adjusted_rand
11,20,3,3,0.8890154286094301,adjusted_rand
11,20,0,2,0.8178551412652887,adjusted_rand
11,20,2,0,0.6646468471880326,adjusted_rand
11,21,3,2,1.0,adjusted_rand
11,21,0,3,1.0,adjusted_rand
11,21,1,1,1.0,adjusted_rand
11,21,2,0,0.6071737304795868,adjusted_rand
11,22,3,1,1.0,adjusted_rand
11,22,0,0,1.0,adjusted_rand
11,22,1,2,0.84527440150679,adjusted_rand
11,22,2,3,0.705286322688916,adjusted_rand
11,23,3,0,1.0,adjusted_rand
11,23,1,1,1.0,adjusted_rand
11,23,0,3,0.8874243478489189,adjusted_rand
11,23,2,2,0.486971535113939,adjusted_rand
11,24,3,3,1.0,adjusted_rand
11,24,1,0,1.0,adjusted_rand
11,24,0,1,0.9409346219724476,adjusted_rand
11,24,2,2,0.569594945819505,adjusted_rand
11,25,3,2,1.0,adjusted_rand
11,25,1,1,1.0,adjusted_rand
11,25,2,0,0.3048841612537533,adjusted_rand
12,13,2,0,1.0,adjusted_rand
12,13,0,1,1.0,adjusted_rand
12,13,1,2,1.0,adjusted_rand
12,13,3,3,0.38488576449912126,adjusted_rand
12,14,2,1,1.0,adjusted_rand
12,14,0,2,1.0,adjusted_rand
12,14,1,0,1.0,adjusted_rand
12,14,3,3,0.48866498740554154,adjusted_rand
12,15,3,2,1.0,adjusted_rand
12,15,2,0,1.0,adjusted_rand
12,15,1,3,1.0,adjusted_rand
12,15,0,1,0.3690192195664356,adjusted_rand
12,16,2,1,1.0,adjusted_rand
12,16,1,0,1.0,adjusted_rand
12,16,3,3,0.6904698044957992,adjusted_rand
12,16,0,2,0.6736185236883159,adjusted_rand
12,17,2,1,1.0,adjusted_rand
12,17,0,2,1.0,adjusted_rand
12,17,1,0,1.0,adjusted_rand
12,17,3,3,0.7158761998357588,adjusted_rand
12,18,2,1,1.0,adjusted_rand
12,18,0,3,1.0,adjusted_rand
12,18,1,0,1.0,adjusted_rand
12,18,3,2,0.7750196905409182,adjusted_rand
12,19,3,2,1.0,adjusted_rand
12,19,2,3,1.0,adjusted_rand
12,19,1,1,1.0,adjusted_rand
12,19,0,0,1.0,adjusted_rand
12,20,2,1,1.0,adjusted_rand
12,20,0,2,1.0,adjusted_rand
12,20,1,0,0.9073916122792455,adjusted_rand
12,20,3,3,0.5762275961603007,adjusted_rand
12,21,3,2,1.0,adjusted_rand
12,21,2,0,1.0,adjusted_rand
12,21,0,3,1.0,adjusted_rand
12,21,1,1,1.0,adjusted_rand
12,22,2,1,1.0,adjusted_rand
12,22,0,0,1.0,adjusted_rand
12,22,1,2,0.891863770752786,adjusted_rand
12,22,3,3,0.5884306795957467,adjusted_rand
12,23,2,0,1.0,adjusted_rand
12,23,1,1,1.0,adjusted_rand
12,23,0,3,1.0,adjusted_rand
12,23,3,2,0.6596152244524027,adjusted_rand
12,24,2,2,1.0,adjusted_rand
12,24,1,0,1.0,adjusted_rand
12,24,0,1,1.0,adjusted_rand
12,24,3,3,0.9417772788307028,adjusted_rand
12,25,2,2,1.0,adjusted_rand
12,25,1,1,1.0,adjusted_rand
12,25,3,0,0.2725804719747673,adjusted_rand
13,14,3,1,1.0,adjusted_rand
13,14,2,2,1.0,adjusted_rand
13,14,1,3,1.0,adjusted_rand
13,14,0,0,0.814549074805177,adjusted_rand
13,15,3,2,1.0,adjusted_rand
13,15,2,3,1.0,adjusted_rand
13,15,0,1,0.9053781574220039,adjusted_rand
13,15,1,0,0.7975153217175016,adjusted_rand
13,16,3,3,1.0,adjusted_rand
13,16,2,0,1.0,adjusted_rand
13,16,1,1,1.0,adjusted_rand
13,16,0,2,0.8634712571067593,adjusted_rand
13,17,3,1,1.0,adjusted_rand
13,17,0,0,1.0,adjusted_rand
13,17,2,2,0.9460365012416729,adjusted_rand
13,17,1,3,0.8926770223925762,adjusted_rand
13,18,3,1,1.0,adjusted_rand
13,18,0,0,1.0,adjusted_rand
13,18,1,2,1.0,adjusted_rand
13,18,2,3,0.8788244159758855,adjusted_rand
13,19,3,2,1.0,adjusted_rand
13,19,2,1,1.0,adjusted_rand
13,19,0,0,1.0,adjusted_rand
13,19,1,3,0.6668678334339168,adjusted_rand
13,20,3,0,1.0,adjusted_rand
13,20,2,2,1.0,adjusted_rand
13,20,1,1,1.0,adjusted_rand
13,20,0,3,-0.09580507822108263,adjusted_rand
13,21,3,2,1.0,adjusted_rand
13,21,2,1,1.0,adjusted_rand
13,21,0,0,1.0,adjusted_rand
13,21,1,3,0.8428881313913852,adjusted_rand
13,22,3,1,1.0,adjusted_rand
13,22,2,0,1.0,adjusted_rand
13,22,1,3,1.0,adjusted_rand
13,22,0,2,0.7960497063022162,adjusted_rand
13,23,3,3,1.0,adjusted_rand
13,23,0,1,1.0,adjusted_rand
13,23,1,0,1.0,adjusted_rand
13,23,2,2,-0.05385252692626353,adjusted_rand
13,24,3,3,1.0,adjusted_rand
13,24,0,0,1.0,adjusted_rand
13,24,1,2,1.0,adjusted_rand
13,24,2,1,0.9460365012416729,adjusted_rand
13,25,3,2,1.0,adjusted_rand
13,25,0,1,1.0,adjusted_rand
13,25,1,0,0.9110692812147186,adjusted_rand
14,15,3,3,1.0,adjusted_rand
14,15,2,2,1.0,adjusted_rand
14,15,0,0,0.8203232838275116,adjusted_rand
14,15,1,1,0.3297411342589668,adjusted_rand
14,16,3,0,1.0,adjusted_rand
14,16,2,3,1.0,adjusted_rand
14,16,0,1,0.911660645088826,adjusted_rand
14,16,1,2,0.5692851967094328,adjusted_rand
14,17,2,3,1.0,adjusted_rand
14,17,1,0,1.0,adjusted_rand
14,17,0,1,1.0,adjusted_rand
14,17,3,2,0.16193709094461256,adjusted_rand
14,18,3,0,1.0,adjusted_rand
14,18,2,2,1.0,adjusted_rand
14,18,0,1,1.0,adjusted_rand
14,18,1,3,0.931147741164684,adjusted_rand
14,19,3,0,1.0,adjusted_rand
14,19,2,3,1.0,adjusted_rand
14,19,0,2,1.0,adjusted_rand
14,19,1,1,0.8799947483500224,adjusted_rand
14,20,3,0,1.0,adjusted_rand
14,20,2,1,1.0,adjusted_rand
14,20,0,3,1.0,adjusted_rand
14,20,1,2,0.9072005565647586,adjusted_rand
14,21,3,1,1.0,adjusted_rand
14,21,2,0,1.0,adjusted_rand
14,21,0,2,1.0,adjusted_rand
14,21,1,3,0.9338633899530177,adjusted_rand
14,22,3,0,1.0,adjusted_rand
14,22,2,3,1.0,adjusted_rand
14,22,0,1,1.0,adjusted_rand
14,22,1,2,0.4711390850475898,adjusted_rand
14,23,2,2,1.0,adjusted_rand
14,23,1,3,1.0,adjusted_rand
14,23,0,0,0.9106407754822831,adjusted_rand
14,23,3,1,0.9034781567989639,adjusted_rand
14,24,2,2,1.0,adjusted_rand
14,24,0,3,1.0,adjusted_rand
14,24,3,0,0.949936469664126,adjusted_rand
14,24,1,1,0.9383338274533056,adjusted_rand
14,25,3,1,1.0,adjusted_rand
14,25,2,2,1.0,adjusted_rand
14,25,0,0,0.629216150139648,adjusted_rand
15,16,3,3,1.0,adjusted_rand
15,16,2,1,1.0,adjusted_rand
15,16,0,0,0.8900959276816506,adjusted_rand
15,16,1,2,0.4242559003843589,adjusted_rand
15,17,3,3,1.0,adjusted_rand
15,17,2,2,1.0,adjusted_rand
15,17,1,1,1.0,adjusted_rand
15,17,0,0,1.0,adjusted_rand
15,18,3,2,1.0,adjusted_rand
15,18,2,1,1.0,adjusted_rand
15,18,0,0,0.9273045991659572,adjusted_rand
15,18,1,3,0.34221510276831435,adjusted_rand
15,19,3,2,1.0,adjusted_rand
15,19,2,1,1.0,adjusted_rand
15,19,0,0,0.9137201827102014,adjusted_rand
15,19,1,3,0.11231147194246938,adjusted_rand
15,20,3,3,1.0,adjusted_rand
15,20,2,0,1.0,adjusted_rand
15,20,0,1,0.7612936151857211,adjusted_rand
15,20,1,2,0.49707660291348726,adjusted_rand
15,21,3,3,1.0,adjusted_rand
15,21,2,1,1.0,adjusted_rand
15,21,1,2,1.0,adjusted_rand
15,21,0,0,0.684057262712037,adjusted_rand
15,22,3,3,1.0,adjusted_rand
15,22,2,0,1.0,adjusted_rand
15,22,0,2,0.8088021299614776,adjusted_rand
15,22,1,1,0.5881267399818626,adjusted_rand
15,23,3,2,1.0,adjusted_rand
15,23,2,1,1.0,adjusted_rand
15,23,0,3,1.0,adjusted_rand
15,23,1,0,0.9528044506510615,adjusted_rand
15,24,3,3,1.0,adjusted_rand
15,24,2,1,1.0,adjusted_rand
15,24,0,0,0.9502324564399114,adjusted_rand
15,24,1,2,0.44131433213803434,adjusted_rand
15,25,3,2,1.0,adjusted_rand
15,25,2,1,1.0,adjusted_rand
15,25,1,0,0.15738962485441682,adjusted_rand
16,17,2,1,1.0,adjusted_rand
16,17,0,3,1.0,adjusted_rand
16,17,1,0,1.0,adjusted_rand
16,17,3,2,0.9409346219724476,adjusted_rand
16,18,3,1,1.0,adjusted_rand
16,18,0,2,1.0,adjusted_rand
16,18,1,0,1.0,adjusted_rand
16,18,2,3,0.7340740381349765,adjusted_rand
16,19,3,0,1.0,adjusted_rand
16,19,0,2,1.0,adjusted_rand
16,19,2,1,0.92942975836944,adjusted_rand
16,19,1,3,0.5275990243814632,adjusted_rand
16,20,3,2,1.0,adjusted_rand
16,20,0,3,1.0,adjusted_rand
16,20,1,1,0.9276298317197421,adjusted_rand
16,20,2,0,0.38659793814432986,adjusted_rand
16,21,3,2,1.0,adjusted_rand
16,21,1,1,1.0,adjusted_rand
16,21,0,0,1.0,adjusted_rand
16,21,2,3,0.7500695023630803,adjusted_rand
16,22,3,0,1.0,adjusted_rand
16,22,0,3,1.0,adjusted_rand
16,22,1,2,0.8002629684688712,adjusted_rand
16,22,2,1,0.7571194021400668,adjusted_rand
16,23,3,3,1.0,adjusted_rand
16,23,0,0,1.0,adjusted_rand
16,23,1,1,1.0,adjusted_rand
16,23,2,2,0.5210760432111842,adjusted_rand
16,24,2,3,1.0,adjusted_rand
16,24,0,2,1.0,adjusted_rand
16,24,1,0,1.0,adjusted_rand
16,24,3,1,0.9409346219724476,adjusted_rand
16,25,3,1,1.0,adjusted_rand
16,25,2,2,1.0,adjusted_rand
16,25,0,0,0.7785088287526933,adjusted_rand
17,18,3,1,1.0,adjusted_rand
17,18,2,0,1.0,adjusted_rand
17,18,1,3,0.938108361898509,adjusted_rand
17,18,0,2,0.9030753964378221,adjusted_rand
17,19,2,2,1.0,adjusted_rand
17,19,0,1,1.0,adjusted_rand
17,19,1,0,1.0,adjusted_rand
17,19,3,3,0.6963456365257269,adjusted_rand
17,20,2,1,1.0,adjusted_rand
17,20,1,2,1.0,adjusted_rand
17,20,0,3,0.9125935437922532,adjusted_rand
17,20,3,0,0.9024345540792837,adjusted_rand
17,21,2,1,1.0,adjusted_rand
17,21,0,3,1.0,adjusted_rand
17,21,3,2,0.8846752707518771,adjusted_rand
17,21,1,0,0.8352648538639833,adjusted_rand
17,22,3,0,1.0,adjusted_rand
17,22,2,1,1.0,adjusted_rand
17,22,0,3,1.0,adjusted_rand
17,22,1,2,1.0,adjusted_rand
17,23,3,1,1.0,adjusted_rand
17,23,0,0,1.0,adjusted_rand
17,23,1,3,1.0,adjusted_rand
17,23,2,2,0.8920543924368358,adjusted_rand
17,24,3,3,1.0,adjusted_rand
17,24,2,2,1.0,adjusted_rand
17,24,1,1,1.0,adjusted_rand
17,24,0,0,0.0,adjusted_rand
17,25,3,2,1.0,adjusted_rand
17,25,2,1,1.0,adjusted_rand
17,25,0,0,1.0,adjusted_rand
18,19,3,2,1.0,adjusted_rand
18,19,2,0,1.0,adjusted_rand
18,19,0,1,1.0,adjusted_rand
18,19,1,3,0.9402014708209662,adjusted_rand
18,20,2,0,1.0,adjusted_rand
18,20,0,3,1.0,adjusted_rand
18,20,1,1,0.9565214810770066,adjusted_rand
18,20,3,2,0.10850148858749598,adjusted_rand
18,21,3,0,1.0,adjusted_rand
18,21,2,1,1.0,adjusted_rand
18,21,0,3,1.0,adjusted_rand
18,21,1,2,-0.08645439049598379,adjusted_rand
18,22,2,0,1.0,adjusted_rand
18,22,0,1,1.0,adjusted_rand
18,22,1,2,0.9415168305114378,adjusted_rand
18,22,3,3,0.4431223885553004,adjusted_rand
18,23,0,0,1.0,adjusted_rand
18,23,1,1,1.0,adjusted_rand
18,23,2,3,0.8933052047981574,adjusted_rand
18,23,3,2,0.8179797480859472,adjusted_rand
18,24,0,3,1.0,adjusted_rand
18,24,1,0,1.0,adjusted_rand
18,24,2,1,0.9466711575165601,adjusted_rand
18,24,3,2,0.931147741164684,adjusted_rand
18,25,3,2,1.0,adjusted_rand
18,25,1,1,1.0,adjusted_rand
18,25,0,0,0.8652279083691857,adjusted_rand
19,20,2,0,1.0,adjusted_rand
19,20,0,3,1.0,adjusted_rand
19,20,1,1,0.9199612382333084,adjusted_rand
19,20,3,2,0.3146889702038682,adjusted_rand
19,21,3,2,1.0,adjusted_rand
19,21,2,1,1.0,adjusted_rand
19,21,0,0,1.0,adjusted_rand
19,21,1,3,0.6811539902585239,adjusted_rand
19,22,2,0,1.0,adjusted_rand
19,22,0,1,1.0,adjusted_rand
19,22,1,2,0.891863770752786,adjusted_rand
19,22,3,3,0.5545058609587367,adjusted_rand
19,23,2,1,1.0,adjusted_rand
19,23,1,3,1.0,adjusted_rand
19,23,0,2,1.0,adjusted_rand
19,23,3,0,0.6287491562271813,adjusted_rand
19,24,2,1,1.0,adjusted_rand
19,24,0,2,1.0,adjusted_rand
19,24,1,0,1.0,adjusted_rand
19,24,3,3,0.938108361898509,adjusted_rand
19,25,2,2,1.0,adjusted_rand
19,25,1,1,1.0,adjusted_rand
19,25,0,0,0.9211762254789972,adjusted_rand
20,21,3,1,1.0,adjusted_rand
20,21,2,0,1.0,adjusted_rand
20,21,1,3,0.9338633899530177,adjusted_rand
20,21,0,2,0.9042816942663165,adjusted_rand
20,22,3,0,1.0,adjusted_rand
20,22,2,1,1.0,adjusted_rand
20,22,1,3,1.0,adjusted_rand
20,22,0,2,0.40207972270363956,adjusted_rand
20,23,2,1,1.0,adjusted_rand
20,23,0,3,1.0,adjusted_rand
20,23,1,0,0.8886132336742569,adjusted_rand
20,23,3,2,0.6481249903263524,adjusted_rand
20,24,2,2,1.0,adjusted_rand
20,24,1,1,1.0,adjusted_rand
20,24,3,0,0.9489989089876502,adjusted_rand
20,24,0,3,0.901069431271871,adjusted_rand
20,25,3,1,1.0,adjusted_rand
20,25,2,2,1.0,adjusted_rand
20,25,0,0,0.8343055228963917,adjusted_rand
21,22,1,1,1.0,adjusted_rand
21,22,0,0,1.0,adjusted_rand
21,22,2,2,0.9427812493196019,adjusted_rand
21,22,3,3,0.32382508884285727,adjusted_rand
21,23,2,1,1.0,adjusted_rand
21,23,0,3,1.0,adjusted_rand
21,23,1,0,1.0,adjusted_rand
21,23,3,2,0.8258774948382657,adjusted_rand
21,24,3,0,1.0,adjusted_rand
21,24,1,2,1.0,adjusted_rand
21,24,0,1,1.0,adjusted_rand
21,24,2,3,-0.09813976463159398,adjusted_rand
21,25,3,2,1.0,adjusted_rand
21,25,2,1,1.0,adjusted_rand
21,25,1,0,1.0,adjusted_rand
22,23,3,1,1.0,adjusted_rand
22,23,1,3,1.0,adjusted_rand
22,23,0,2,1.0,adjusted_rand
22,23,2,0,0.7960497063022162,adjusted_rand
22,24,3,0,1.0,adjusted_rand
22,24,2,3,1.0,adjusted_rand
22,24,0,2,1.0,adjusted_rand
22,24,1,1,1.0,adjusted_rand
22,25,3,2,1.0,adjusted_rand
22,25,1,1,1.0,adjusted_rand
22,25,0,0,0.6387756129486983,adjusted_rand
23,24,3,3,1.0,adjusted_rand
